chr1 start1 end1 chr2 start2 end2 region
chrY 8073163 8071834 chrX 13953619 13954996 stratum1
chrY 8080814 8077743 chrX 3283025 3286074 stratum2
chrY 8083825 8085221 chrX 2523389 2524785 stratum2
chrY 8086721 8085150 chrX 20609262 20610834 stratum1
chrY 8092212 8088081 chrX 3276770 3280897 stratum2
chrY 8096544 8092847 chrX 3272622 3276355 stratum2
chrY 8098248 8096922 chrX 3270363 3271851 stratum2
chrY 8101296 8098974 chrX 3268056 3270350 stratum2
chrY 8114260 8101861 chrX 3255867 3268058 stratum2
chrY 8118504 8115260 chrX 3251674 3254929 stratum2
chrY 8126991 8125456 chrX 3250148 3251651 stratum2
chrY 8129302 8127205 chrX 3247510 3249676 stratum2
chrY 8133498 8130247 chrX 3241208 3244516 stratum2
chrY 8136393 8134816 chrX 3239456 3241009 stratum2
chrY 8139178 8136424 chrX 3235562 3238395 stratum2
chrY 8140589 8139179 chrX 3234029 3235443 stratum2
chrY 8142135 8140811 chrX 3232564 3233869 stratum2
chrY 8146147 8142587 chrX 3228667 3232162 stratum2
chrY 8153970 8148852 chrX 3219574 3224655 stratum2
chrY 8153971 8155661 chrX 13953575 13955252 stratum1
chrY 8157118 8155660 chrX 6183823 6185287 stratum2
chrY 8162950 8160844 chrX 3210603 3212693 stratum2
chrY 8165791 8162959 chrX 3206654 3209560 stratum2
chrY 8165922 8167272 chrX 1890133 1891484 PAR
chrY 8168752 8167566 chrX 20609262 20610453 stratum1
chrY 8168753 8167566 chrX 15335661 15336852 stratum1
chrY 8174929 8176835 chrX 1890169 1892076 PAR
chrY 8182509 8178270 chrX 3202394 3206645 stratum2
chrY 8189691 8182511 chrX 3194635 3201903 stratum2
chrY 8193991 8190359 chrX 3191012 3194632 stratum2
chrY 8195351 8196779 chrX 3965208 3966647 stratum2
chrY 8195354 8194041 chrX 3189401 3190731 stratum2
chrY 8196103 8198376 chrX 3980837 3983073 stratum2
chrY 8200466 8199187 chrX 3188043 3189318 stratum2
chrY 8201459 8203175 chrX 6196806 6198479 stratum2
chrY 8202089 8201042 chrX 2498231 2499350 PAR
chrY 8203500 8204717 chrX 6196692 6197938 stratum2
chrY 8204228 8203112 chrX 2498231 2499350 PAR
chrY 8204993 8206974 chrX 6183336 6185332 stratum2
chrY 8206978 8205650 chrX 13953571 13954891 stratum1
chrY 8208637 8207282 chrX 3185646 3186999 stratum2
chrY 8212122 8208640 chrX 3182077 3185547 stratum2
chrY 8215997 8212346 chrX 3178022 3181606 stratum2
chrY 8219761 8216124 chrX 3174465 3178021 stratum2
chrY 8223828 8220350 chrX 3169970 3173443 stratum2
chrY 8227379 8224752 chrX 3166523 3169098 stratum2
chrY 8227381 8229573 chrX 2619758 2621966 stratum2
chrY 8230053 8228699 chrX 15335662 15337018 stratum1
chrY 8233294 8230853 chrX 3161673 3163986 stratum2
chrY 8234466 8233283 chrX 3160489 3161642 stratum2
chrY 8235594 8234551 chrX 3159097 3160153 stratum2
chrY 8238272 8235744 chrX 3156584 3159097 stratum2
chrY 8241737 8238645 chrX 3153508 3156569 stratum2
chrY 8244721 8241733 chrX 3150194 3153208 stratum2
chrY 8248007 8245531 chrX 3147085 3149621 stratum2
chrY 8251486 8249270 chrX 3144432 3146705 stratum2
chrY 8255775 8251671 chrX 3139274 3143351 stratum2
chrY 8257364 8256288 chrX 3138074 3139107 stratum2
chrY 8257521 8259401 chrX 2441586 2443467 PAR
chrY 8259399 8260907 chrX 6426849 6428375 stratum2
chrY 8265425 8266817 chrX 6429297 6430692 stratum2
chrY 8268268 8270711 chrX 2443461 2445905 PAR
chrY 8274221 8273068 chrX 6437689 6438804 stratum2
chrY 8282254 8280827 chrX 6424162 6425563 stratum2
chrY 8284636 8286689 chrX 4706137 4708056 stratum2
chrY 8292643 8287352 chrX 3131567 3136841 stratum2
chrY 8293842 8292651 chrX 3127558 3128753 stratum2
chrY 8299206 8294392 chrX 3121475 3126408 stratum2
chrY 8304511 8299612 chrX 3115423 3120330 stratum2
chrY 8306179 8304770 chrX 3113669 3115086 stratum2
chrY 8308665 8307410 chrX 4190192 4191416 stratum2
chrY 8311228 8309836 chrX 3110216 3111574 stratum2
chrY 8315389 8317368 chrX 3936252 3938248 stratum2
chrY 8315390 8313024 chrX 3107531 3109847 stratum2
chrY 8315624 8317374 chrX 5537178 5538915 stratum2
chrY 8319744 8317914 chrX 3104774 3106635 stratum2
chrY 8324892 8321942 chrX 3099962 3102805 stratum2
chrY 8328051 8325021 chrX 3096784 3099932 stratum2
chrY 8328974 8330448 chrX 1890137 1891623 PAR
chrY 8330448 8329449 chrX 2620962 2621966 stratum2
chrY 8350544 8349523 chrX 4706992 4708008 stratum2
chrY 8352292 8350676 chrX 11844166 11845685 stratum3
chrY 8353211 8354949 chrX 6423852 6425563 stratum2
chrY 8357458 8358485 chrX 4190192 4191201 stratum2
chrY 8386472 8387717 chrX 6430937 6432189 stratum2
chrY 8392064 8393578 chrX 3965111 3966647 stratum2
chrY 8395204 8392069 chrX 4199445 4202612 stratum2
chrY 8426643 8425331 chrX 14617812 14619118 stratum1
chrY 8429463 8427337 chrX 3092414 3094525 stratum2
chrY 8432852 8429956 chrX 3089017 3091869 stratum2
chrY 8436889 8433756 chrX 3085686 3088801 stratum2
chrY 8438782 8437278 chrX 3083965 3085361 stratum2
chrY 8444452 8443245 chrX 3078457 3079661 stratum2
chrY 8451289 8446470 chrX 3071518 3076302 stratum2
chrY 8453839 8451719 chrX 3069404 3071522 stratum2
chrY 8458393 8454765 chrX 3065777 3069412 stratum2
chrY 8463527 8462252 chrX 11942213 11943463 stratum3
chrY 8487860 8488904 chrX 1555125 1556180 PAR
chrY 8505241 8506322 chrX 2788823 2789910 stratum2
chrY 8506157 8504464 chrX 4463017 4464720 stratum2
chrY 8511406 8509143 chrX 3046497 3048826 stratum2
chrY 8513019 8511575 chrX 3045032 3046494 stratum2
chrY 8525357 8523573 chrX 3043316 3045035 stratum2
chrY 8526551 8525355 chrX 3042142 3043284 stratum2
chrY 8541060 8539180 chrX 3038099 3039878 stratum2
chrY 8543169 8541125 chrX 3035777 3037848 stratum2
chrY 8549098 8544234 chrX 3030816 3035786 stratum2
chrY 8550552 8549092 chrX 3028546 3029983 stratum2
chrY 8554960 8550663 chrX 3024336 3028535 stratum2
chrY 8559635 8555118 chrX 3019704 3024335 stratum2
chrY 8564199 8561368 chrX 3015128 3018052 stratum2
chrY 8566132 8564287 chrX 3011464 3013357 stratum2
chrY 8570130 8567384 chrX 3007364 3010078 stratum2
chrY 8571813 8570637 chrX 6893166 6894257 stratum3
chrY 8573664 8571812 chrX 3004775 3006613 stratum2
chrY 8575671 8573793 chrX 3002801 3004702 stratum2
chrY 8583028 8580026 chrX 2998890 3001814 stratum2
chrY 8588463 8585163 chrX 2991145 2994294 stratum2
chrY 8589503 8588460 chrX 2989719 2990764 stratum2
chrY 8591451 8589670 chrX 2987912 2989711 stratum2
chrY 8593846 8591750 chrX 2985577 2987653 stratum2
chrY 8595892 8594427 chrX 2983764 2985201 stratum2
chrY 8598409 8595997 chrX 2979619 2981935 stratum2
chrY 8601453 8598408 chrX 2976110 2979148 stratum2
chrY 8605550 8603094 chrX 2972775 2975132 stratum2
chrY 8607424 8606121 chrX 2971575 2972779 stratum2
chrY 8610130 8611536 chrX 6429297 6430703 stratum2
chrY 8619577 8618446 chrX 1555046 1556180 PAR
chrY 8620481 8618451 chrX 3936209 3938248 stratum2
chrY 8625097 8623263 chrX 2947207 2949079 stratum2
chrY 8627241 8626153 chrX 2945858 2946949 stratum2
chrY 8629227 8627925 chrX 2941668 2942968 stratum2
chrY 8631554 8629364 chrX 2939505 2941668 stratum2
chrY 8632978 8631588 chrX 2937882 2939346 stratum2
chrY 8636940 8635636 chrX 2933137 2934362 stratum2
chrY 8639098 8637617 chrX 2931454 2932942 stratum2
chrY 8640582 8639557 chrX 2930219 2931235 stratum2
chrY 8643028 8640710 chrX 2927780 2930115 stratum2
chrY 8644985 8643370 chrX 2926086 2927733 stratum2
chrY 8657811 8659823 chrX 4722286 4724292 stratum2
chrY 8657811 8659815 chrX 20611630 20613637 stratum1
chrY 8663903 8660882 chrX 11856065 11859014 stratum3
chrY 8673935 8675482 chrX 3930340 3931868 stratum2
chrY 8675909 8676953 chrX 4190192 4191201 stratum2
chrY 8680776 8679303 chrX 2908121 2909591 stratum2
chrY 8683601 8682313 chrX 2902985 2904310 stratum2
chrY 8689311 8690519 chrX 3725283 3726503 stratum2
chrY 8694513 8691368 chrX 2894418 2897458 stratum2
chrY 8702498 8699588 chrX 2890103 2892954 stratum2
chrY 8712023 8709503 chrX 2885014 2887437 stratum2
chrY 8713177 8712044 chrX 2882014 2883110 stratum2
chrY 8715874 8714580 chrX 2880215 2881538 stratum2
chrY 8717604 8715873 chrX 2877149 2878876 stratum2
chrY 8718988 8717609 chrX 2875549 2876820 stratum2
chrY 8721153 8719098 chrX 2873377 2875458 stratum2
chrY 8722821 8721263 chrX 2870076 2871574 stratum2
chrY 8723288 8724327 chrX 10468945 10469989 stratum3
chrY 8737016 8734404 chrX 2864848 2867502 stratum2
chrY 8740665 8737586 chrX 2861795 2864851 stratum2
chrY 8757438 8751714 chrX 2851500 2857136 stratum2
chrY 8761819 8759879 chrX 2847185 2849004 stratum2
chrY 8763773 8762382 chrX 2843716 2845121 stratum2
chrY 8767301 8766057 chrX 2841929 2843144 stratum2
chrY 8769780 8771284 chrX 3965112 3966647 stratum2
chrY 8771643 8772911 chrX 3966681 3967956 stratum2
chrY 8772911 8769783 chrX 4199446 4202612 stratum2
chrY 8779685 8775987 chrX 2836510 2840217 stratum2
chrY 8783583 8780044 chrX 2833015 2836516 stratum2
chrY 8785886 8784628 chrX 2830158 2831422 stratum2
chrY 8793343 8791045 chrX 2816201 2818564 stratum2
chrY 8799568 8793344 chrX 2809822 2815990 stratum2
chrY 8805712 8804125 chrX 2807338 2808973 stratum2
chrY 8808174 8805873 chrX 2804917 2807222 stratum2
chrY 8811721 8808163 chrX 2800877 2804572 stratum2
chrY 8816671 8814768 chrX 2797982 2799946 stratum2
chrY 8818832 8817631 chrX 2794312 2795534 stratum2
chrY 8822405 8820060 chrX 2780667 2783112 stratum2
chrY 8824731 8823347 chrX 2753100 2754508 stratum2
chrY 8826324 8824914 chrX 2751679 2753092 stratum2
chrY 8829733 8828218 chrX 2738918 2740466 stratum2
chrY 8836537 8837763 chrX 20190241 20191461 stratum1
chrY 8838445 8839682 chrX 665848 667071 PAR
chrY 8846641 8847872 chrX 3673090 3674376 stratum2
chrY 8847968 8849501 chrX 6456230 6457780 stratum2
chrY 8859215 8857988 chrX 2726687 2727945 stratum2
chrY 8865365 8862972 chrX 2713070 2715474 stratum2
chrY 8874424 8872864 chrX 1155243 1156748 PAR
chrY 8878642 8877529 chrX 2710815 2711923 stratum2
chrY 8879820 8878775 chrX 4706982 4708008 stratum2
chrY 8881522 8879963 chrX 11844189 11845687 stratum3
chrY 8882032 8883577 chrX 6423852 6425344 stratum2
chrY 8885794 8886827 chrX 15119656 15120681 stratum1
chrY 8898970 8893558 chrX 2680447 2685797 stratum2
chrY 8904287 8899143 chrX 2675266 2680447 stratum2
chrY 8919418 8904429 chrX 2660375 2675272 stratum2
chrY 8921715 8920370 chrX 2684328 2685672 stratum2
chrY 8922490 8920371 chrX 2657377 2659471 stratum2
chrY 8924516 8923458 chrX 1302716 1303763 PAR
chrY 8929194 8927615 chrX 4201047 4202612 stratum2
chrY 8930427 8929224 chrX 4199566 4200689 stratum2
chrY 8940795 8941908 chrX 13953643 13954762 stratum1
chrY 8980513 8981724 chrX 12554226 12555428 stratum1
chrY 8981904 8983724 chrX 4503793 4505605 stratum2
chrY 8984411 8983162 chrX 2786329 2787588 stratum2
chrY 8987072 8989808 chrX 12555746 12558433 stratum1
chrY 9008039 9010118 chrX 4722230 4724295 stratum2
chrY 9010115 9008039 chrX 1890132 1892229 PAR
chrY 9015070 9016199 chrX 1865708 1866839 PAR
chrY 9016244 9018414 chrX 4200512 4202613 stratum2
chrY 9046343 9047870 chrX 3965115 3966647 stratum2
chrY 9047193 9048499 chrX 3980837 3982052 stratum2
chrY 9049671 9048543 chrX 1865708 1866839 PAR
chrY 9054610 9056165 chrX 20609263 20610834 stratum1
chrY 9056499 9054657 chrX 20069044 20070898 stratum1
chrY 9070600 9072246 chrX 6446295 6447951 stratum2
chrY 9072660 9074042 chrX 6448976 6450365 stratum2
chrY 9085468 9089493 chrX 3056088 3060116 stratum2
chrY 9089261 9085334 chrX 1541701 1545666 PAR
chrY 9093277 9094322 chrX 9643719 9644788 stratum3
chrY 9094322 9093199 chrX 20611113 20612242 stratum1
chrY 9097335 9096133 chrX 6520483 6521677 stratum2
chrY 9097754 9100637 chrX 6467969 6471013 stratum2
chrY 9101480 9103180 chrX 6471781 6473692 stratum2
chrY 9109317 9112207 chrX 6477963 6480815 stratum2
chrY 9112242 9113719 chrX 6481280 6482805 stratum2
chrY 9113716 9115335 chrX 6483505 6485142 stratum2
chrY 9115711 9118716 chrX 6486619 6489632 stratum2
chrY 9118825 9120465 chrX 6489638 6491423 stratum2
chrY 9127877 9120466 chrX 14877514 14884889 stratum1
chrY 9127878 9128958 chrX 6491424 6492514 stratum2
chrY 9131101 9132367 chrX 6493748 6494997 stratum2
chrY 9133401 9135300 chrX 6495965 6497889 stratum2
chrY 9137081 9138502 chrX 6502809 6504108 stratum2
chrY 9139373 9140612 chrX 6504934 6506177 stratum2
chrY 9141569 9144714 chrX 6508191 6511346 stratum2
chrY 9144767 9146636 chrX 6511896 6513732 stratum2
chrY 9146772 9148173 chrX 6513870 6515254 stratum2
chrY 9152782 9151387 chrX 6429297 6430692 stratum2
chrY 9173700 9175213 chrX 6516674 6518192 stratum2
chrY 9175246 9176568 chrX 6518700 6520045 stratum2
chrY 9176575 9179061 chrX 6521931 6524405 stratum2
chrY 9179832 9181312 chrX 6524427 6525913 stratum2
chrY 9185827 9184133 chrX 6183584 6185285 stratum2
chrY 9186516 9188423 chrX 13953678 13955575 stratum1
chrY 9188427 9189569 chrX 13953681 13954833 stratum1
chrY 9189701 9193117 chrX 6528699 6532203 stratum2
chrY 9193311 9194723 chrX 6532219 6533610 stratum2
chrY 9195125 9196240 chrX 6533965 6535075 stratum2
chrY 9196246 9197480 chrX 13953639 13954858 stratum1
chrY 9198997 9201392 chrX 6426849 6429220 stratum2
chrY 9206172 9207611 chrX 6546071 6547443 stratum2
chrY 9211958 9215850 chrX 6553408 6557482 stratum2
chrY 9215853 9217582 chrX 6557578 6559205 stratum2
chrY 9218168 9219697 chrX 3965114 3966635 stratum2
chrY 9228162 9229338 chrX 6559269 6560435 stratum2
chrY 9230473 9231630 chrX 6560967 6562083 stratum2
chrY 9231630 9233188 chrX 6562346 6563932 stratum2
chrY 9233850 9236014 chrX 6564066 6566313 stratum2
chrY 9237389 9238443 chrX 6566716 6567762 stratum2
chrY 9237389 9236157 chrX 20609262 20610501 stratum1
chrY 9240310 9241552 chrX 6567975 6569203 stratum2
chrY 9241562 9244877 chrX 6569485 6572846 stratum2
chrY 9244935 9248261 chrX 6573480 6576817 stratum2
chrY 9248262 9254726 chrX 6577104 6583553 stratum2
chrY 9254729 9257246 chrX 6583946 6586579 stratum2
chrY 9257506 9281195 chrX 6586576 6610240 stratum2
chrY 9281223 9285300 chrX 6610401 6614391 stratum2
chrY 9285721 9287514 chrX 6614510 6616355 stratum2
chrY 9288086 9289188 chrX 6617463 6618585 stratum2
chrY 9290489 9292499 chrX 6620588 6622701 stratum2
chrY 9293950 9292802 chrX 339453 340605 PAR
chrY 9294936 9299017 chrX 6623357 6627592 stratum2
chrY 9294937 9293486 chrX 10468956 10470421 stratum3
chrY 9299023 9300138 chrX 6627911 6629090 stratum2
chrY 9302093 9307778 chrX 6631234 6636993 stratum2
chrY 9307779 9310693 chrX 6637186 6640123 stratum2
chrY 9310779 9312797 chrX 13953556 13955577 stratum1
chrY 9313653 9312530 chrX 6196975 6198101 stratum2
chrY 9314944 9315989 chrX 4190192 4191201 stratum2
chrY 9321401 9320356 chrX 4190192 4191201 stratum2
chrY 9321828 9324681 chrX 6640767 6643679 stratum2
chrY 9325200 9330339 chrX 6643973 6649070 stratum2
chrY 9333893 9336502 chrX 6652582 6655180 stratum2
chrY 9354690 9356408 chrX 6658983 6660746 stratum2
chrY 9356410 9357584 chrX 6660995 6662147 stratum2
chrY 9357590 9359973 chrX 6662291 6664754 stratum2
chrY 9361026 9362669 chrX 6664747 6666496 stratum2
chrY 9362750 9364854 chrX 6666723 6668688 stratum2
chrY 9377558 9371537 chrX 414951 420951 PAR
chrY 9378852 9380504 chrX 6668690 6670300 stratum2
chrY 9387311 9388938 chrX 6429297 6430938 stratum2
chrY 9390031 9395259 chrX 6683750 6688972 stratum2
chrY 9395273 9406598 chrX 6689234 6700624 stratum2
chrY 9406631 9409220 chrX 6700982 6703610 stratum2
chrY 9409937 9412188 chrX 6703605 6705839 stratum2
chrY 9412191 9414048 chrX 6705975 6707698 stratum2
chrY 9414774 9415902 chrX 6709522 6710660 stratum2
chrY 9415904 9419654 chrX 6710869 6714679 stratum2
chrY 9420488 9421896 chrX 6716448 6717934 stratum2
chrY 9423444 9424571 chrX 6718775 6719897 stratum2
chrY 9425095 9426796 chrX 6720314 6722010 stratum2
chrY 9430149 9433215 chrX 6722921 6726136 stratum2
chrY 9433528 9436059 chrX 6726610 6729284 stratum2
chrY 9448381 9447382 chrX 4201612 4202612 stratum2
chrY 9451082 9449764 chrX 4200264 4201615 stratum2
chrY 9460148 9459049 chrX 1860488 1861499 PAR
chrY 9463687 9465149 chrX 6732026 6733473 stratum2
chrY 9465542 9467025 chrX 6733475 6734988 stratum2
chrY 9468622 9467583 chrX 4190192 4191201 stratum2
chrY 9469041 9473879 chrX 6735209 6740107 stratum2
chrY 9482705 9479555 chrX 4199443 4202615 stratum2
chrY 9490275 9493196 chrX 4199445 4202379 stratum2
chrY 9493319 9494446 chrX 6742194 6743300 stratum2
chrY 9494874 9496682 chrX 6743973 6745852 stratum2
chrY 9497541 9501990 chrX 6746826 6751251 stratum2
chrY 9501990 9510880 chrX 6751356 6760284 stratum2
chrY 9511469 9513252 chrX 6760273 6762055 stratum2
chrY 9518193 9525261 chrX 6762049 6769063 stratum2
chrY 9525398 9530705 chrX 6769066 6774518 stratum2
chrY 9533853 9535468 chrX 6777852 6779510 stratum2
chrY 9536120 9537646 chrX 6780280 6781832 stratum2
chrY 9538303 9539313 chrX 6781831 6782850 stratum2
chrY 9539419 9549418 chrX 6782850 6793053 stratum2
chrY 9549916 9554060 chrX 6793049 6797225 stratum2
chrY 9554488 9556138 chrX 6797930 6799637 stratum2
chrY 9556760 9558294 chrX 6799758 6801373 stratum2
chrY 9558481 9560743 chrX 6801375 6803625 stratum2
chrY 9560745 9563063 chrX 6803730 6806131 stratum2
chrY 9565673 9563525 chrX 11844166 11846329 stratum3
chrY 9574114 9586989 chrX 6806406 6819240 stratum2
chrY 9588805 9590069 chrX 6819730 6820978 stratum2
chrY 9590386 9593448 chrX 6820971 6824041 stratum2
chrY 9594843 9599891 chrX 6825116 6830187 stratum2
chrY 9599891 9602364 chrX 6830314 6832861 stratum2
chrY 9602845 9604549 chrX 6834952 6836729 stratum2
chrY 9604837 9606846 chrX 6836766 6838768 stratum2
chrY 9606974 9610752 chrX 6839180 6842968 stratum2
chrY 9610751 9612053 chrX 6843056 6844372 stratum2
chrY 9612050 9613618 chrX 6844474 6846024 stratum2
chrY 9613803 9615805 chrX 6846026 6848120 stratum2
chrY 9615804 9617066 chrX 6848706 6849966 stratum2
chrY 9617075 9619025 chrX 6850085 6852072 stratum2
chrY 9628449 9629545 chrX 1587 2697 PAR
chrY 9629128 9627745 chrX 5537178 5538558 stratum2
chrY 9629998 9631230 chrX 6852676 6853948 stratum2
chrY 9631235 9636482 chrX 6854203 6859481 stratum2
chrY 9636484 9637697 chrX 6861321 6862526 stratum2
chrY 9637697 9641410 chrX 6862629 6866248 stratum2
chrY 9641409 9645316 chrX 6866574 6870444 stratum2
chrY 9645319 9646430 chrX 6870556 6871690 stratum2
chrY 9646750 9648545 chrX 6872160 6873971 stratum2
chrY 9648573 9653756 chrX 6874090 6879168 stratum2
chrY 9653839 9655745 chrX 6879887 6881820 stratum2
chrY 9659931 9663336 chrX 6889785 6893300 stratum2
chrY 9664574 9666422 chrX 6893920 6895772 stratum3
chrY 9672325 9670600 chrX 11436217 11437960 stratum3
chrY 9675187 9673357 chrX 11430816 11432679 stratum3
chrY 9677619 9675366 chrX 11427658 11429978 stratum3
chrY 9679757 9677638 chrX 11422492 11424660 stratum3
chrY 9692545 9679976 chrX 11409948 11422496 stratum3
chrY 9695755 9692759 chrX 11406916 11409949 stratum3
chrY 9708499 9697845 chrX 11392593 11403348 stratum3
chrY 9719062 9708745 chrX 11382272 11392593 stratum3
chrY 9720380 9719060 chrX 11380821 11382171 stratum3
chrY 9721623 9720379 chrX 11378692 11379899 stratum3
chrY 9724491 9722680 chrX 11376080 11377920 stratum3
chrY 9726364 9724975 chrX 11373627 11374992 stratum3
chrY 9727454 9726376 chrX 11371559 11372673 stratum3
chrY 9729083 9727449 chrX 11369370 11370976 stratum3
chrY 9731788 9730048 chrX 11366760 11368495 stratum3
chrY 9732840 9731788 chrX 11365284 11366328 stratum3
chrY 9736809 9735701 chrX 11361262 11362382 stratum3
chrY 9739111 9736806 chrX 11358610 11360904 stratum3
chrY 9740662 9742182 chrX 6196692 6198237 stratum2
chrY 9741785 9739897 chrX 13953671 13955579 stratum1
chrY 9748468 9746027 chrX 11353845 11356223 stratum3
chrY 9749544 9748459 chrX 11351708 11352803 stratum3
chrY 9751267 9749577 chrX 11349459 11351151 stratum3
chrY 9752959 9751440 chrX 11346380 11347886 stratum3
chrY 9759211 9754363 chrX 11340202 11345082 stratum3
chrY 9769148 9770244 chrX 3725393 3726503 stratum2
chrY 9772101 9770244 chrX 11337172 11339031 stratum3
chrY 9775717 9774024 chrX 11334592 11336233 stratum3
chrY 9779811 9776392 chrX 11327655 11331092 stratum3
chrY 9781501 9779811 chrX 11325755 11327507 stratum3
chrY 9785179 9781501 chrX 11321364 11325007 stratum3
chrY 9789427 9786895 chrX 11316803 11319337 stratum3
chrY 9792724 9789503 chrX 11311581 11314851 stratum3
chrY 9793788 9792781 chrX 12950533 12951568 stratum1
chrY 9795660 9793787 chrX 11309649 11311588 stratum3
chrY 9801083 9798757 chrX 11305506 11307806 stratum3
chrY 9802530 9801230 chrX 11304022 11305311 stratum3
chrY 9803978 9802558 chrX 11302047 11303425 stratum3
chrY 9804858 9806378 chrX 6426851 6428375 stratum2
chrY 9811116 9812509 chrX 6429297 6430692 stratum2
chrY 9817077 9814037 chrX 11297261 11300206 stratum3
chrY 9827866 9817087 chrX 11286283 11297111 stratum3
chrY 9832914 9829938 chrX 11282188 11285107 stratum3
chrY 9832950 9834005 chrX 1027955 1028987 PAR
chrY 9833062 9834359 chrX 19889992 19891271 stratum1
chrY 9856089 9854734 chrX 11274728 11276070 stratum3
chrY 9858465 9856405 chrX 11271821 11273841 stratum3
chrY 9864063 9862085 chrX 11269625 11271605 stratum3
chrY 9871096 9866791 chrX 14880617 14884887 stratum1
chrY 9873136 9871084 chrX 14877514 14879566 stratum1
chrY 9882937 9879968 chrX 11265896 11268960 stratum3
chrY 9886428 9884814 chrX 11263904 11265487 stratum3
chrY 9887964 9886602 chrX 11262236 11263600 stratum3
chrY 9901107 9899392 chrX 11258714 11260435 stratum3
chrY 9907577 9903527 chrX 11240577 11244645 stratum3
chrY 9912534 9909538 chrX 11237065 11239968 stratum3
chrY 9914478 9913242 chrX 11234949 11236273 stratum3
chrY 9920907 9919840 chrX 11232087 11233169 stratum3
chrY 9923527 9922327 chrX 11229350 11230541 stratum3
chrY 9927029 9923929 chrX 11223143 11226160 stratum3
chrY 9930433 9927029 chrX 11219154 11222542 stratum3
chrY 9931885 9930436 chrX 11216334 11217783 stratum3
chrY 9933207 9931893 chrX 11214478 11215729 stratum3
chrY 9935945 9933210 chrX 11211461 11214191 stratum3
chrY 9939410 9936627 chrX 11207123 11209926 stratum3
chrY 9942880 9939423 chrX 11203420 11206919 stratum3
chrY 9964313 9950976 chrX 11190149 11203423 stratum3
chrY 9970807 9967736 chrX 11184099 11187111 stratum3
chrY 9972374 9971071 chrX 11182141 11183410 stratum3
chrY 9974762 9972374 chrX 11179653 11182009 stratum3
chrY 9985958 9987335 chrX 13953619 13954996 stratum1
chrY 9986402 9987767 chrX 2498231 2499577 PAR
chrY 10006300 10002525 chrX 11174984 11178827 stratum3
chrY 10024855 10018746 chrX 11167381 11173504 stratum3
chrY 10028163 10025872 chrX 11165099 11167373 stratum3
chrY 10032573 10030843 chrX 11149581 11151278 stratum3
chrY 10035245 10032894 chrX 11147288 11149577 stratum3
chrY 10045091 10036324 chrX 11137392 11146304 stratum3
chrY 10046811 10045087 chrX 11135116 11136807 stratum3
chrY 10048206 10049253 chrX 1303764 1304811 PAR
chrY 10048722 10047507 chrX 8680682 8681892 stratum3
chrY 10051342 10049251 chrX 11132201 11134338 stratum3
chrY 10052929 10051341 chrX 11129794 11131370 stratum3
chrY 10055773 10052967 chrX 11126325 11129207 stratum3
chrY 10059889 10055777 chrX 11122035 11126151 stratum3
chrY 10061850 10060281 chrX 11120403 11122034 stratum3
chrY 10068556 10066226 chrX 11117982 11120400 stratum3
chrY 10070239 10068784 chrX 11115857 11117353 stratum3
chrY 10075694 10073890 chrX 11112046 11113826 stratum3
chrY 10082793 10077230 chrX 11104686 11110193 stratum3
chrY 10087494 10083625 chrX 11100194 11104132 stratum3
chrY 10091451 10087490 chrX 11096071 11100027 stratum3
chrY 10094574 10093326 chrX 11094034 11095207 stratum3
chrY 10098813 10094578 chrX 11089346 11093530 stratum3
chrY 10102159 10099073 chrX 11085994 11089104 stratum3
chrY 10112150 10110341 chrX 11082545 11084365 stratum3
chrY 10113878 10112696 chrX 15605149 15606329 stratum1
chrY 10115254 10113878 chrX 11081010 11082375 stratum3
chrY 10116591 10115253 chrX 11079105 11080349 stratum3
chrY 10118300 10116839 chrX 11077497 11078826 stratum3
chrY 10119930 10118523 chrX 11074530 11075982 stratum3
chrY 10122655 10121069 chrX 11072931 11074526 stratum3
chrY 10127958 10126606 chrX 10468943 10470299 stratum3
chrY 10130667 10129347 chrX 11070275 11071574 stratum3
chrY 10138405 10132561 chrX 11062271 11068106 stratum3
chrY 10143068 10138621 chrX 11057855 11062252 stratum3
chrY 10146626 10143168 chrX 11054417 11057853 stratum3
chrY 10148540 10146627 chrX 11052335 11054252 stratum3
chrY 10150958 10148540 chrX 11049783 11052197 stratum3
chrY 10152548 10151482 chrX 6893165 6894175 stratum3
chrY 10156255 10154911 chrX 11046906 11048255 stratum3
chrY 10161071 10159253 chrX 11044484 11046267 stratum3
chrY 10164057 10162975 chrX 11039700 11040775 stratum3
chrY 10165288 10166461 chrX 15605149 15606321 stratum1
chrY 10165294 10164280 chrX 11038664 11039698 stratum3
chrY 10167879 10166462 chrX 11037242 11038673 stratum3
chrY 10172805 10167879 chrX 11031201 11036180 stratum3
chrY 10174926 10173620 chrX 4561429 4562715 stratum2
chrY 10182396 10175813 chrX 11021190 11027757 stratum3
chrY 10196659 10187258 chrX 11011724 11021193 stratum3
chrY 10200260 10199260 chrX 3057914 3058935 stratum2
chrY 10202202 10203857 chrX 6423855 6425487 stratum2
chrY 10216276 10217494 chrX 6430943 6432189 stratum2
chrY 10218553 10219610 chrX 1543703 1544832 PAR
chrY 10224506 10223420 chrX 11001712 11002790 stratum3
chrY 10235682 10234485 chrX 10999602 11000782 stratum3
chrY 10236737 10235683 chrX 11842851 11843912 stratum3
chrY 10238572 10237545 chrX 11472191 11473192 stratum3
